Date,S&P500(TR),S&P500(NetTR),S&P500
5/26/2010,1773.65,1668.23,1067.95
5/27/2010,1832.61,1723.51,1103.06
5/28/2010,1809.98,1702.21,1089.41
6/1/2010,1778.99,1673.05,1070.71
6/2/2010,1825.25,1716.47,1098.38
6/3/2010,1832.72,1723.48,1102.83
6/4/2010,1769.72,1664.21,1064.88
6/7/2010,1745.87,1641.76,1050.47
6/8/2010,1765.29,1659.95,1062
6/9/2010,1754.91,1650.15,1055.69
6/10/2010,1806.69,1698.84,1086.84
6/11/2010,1815.26,1706.72,1091.6
6/14/2010,1812.02,1703.66,1089.63
6/15/2010,1854.61,1743.7,1115.23
6/16/2010,1853.62,1742.76,1114.61
6/17/2010,1856.25,1745.15,1116.04
6/18/2010,1858.7,1747.46,1117.51
6/21/2010,1851.55,1740.73,1113.2
6/22/2010,1822.05,1712.92,1095.31
6/23/2010,1816.65,1707.83,1092.04
6/24/2010,1786.13,1679.14,1073.69
6/25/2010,1791.24,1683.95,1076.76
6/28/2010,1787.94,1680.75,1074.57
6/29/2010,1732.55,1628.66,1041.24
6/30/2010,1715.23,1612.32,1030.71
7/1/2010,1709.77,1607.16,1027.37
7/2/2010,1701.86,1599.71,1022.58
7/6/2010,1710.97,1608.28,1028.06
7/7/2010,1765.42,1659.22,1060.27
7/8/2010,1782.1,1674.87,1070.25
7/9/2010,1794.94,1686.94,1077.96
7/12/2010,1796.3,1688.21,1078.75
7/13/2010,1824.07,1714.27,1095.34
7/14/2010,1823.82,1714.03,1095.17
7/15/2010,1826,1716.07,1096.48
7/16/2010,1773.43,1666.65,1064.88
7/19/2010,1784.06,1676.64,1071.25
7/20/2010,1804.48,1695.81,1083.48
7/21/2010,1781.6,1674.24,1069.59
7/22/2010,1821.76,1711.96,1093.67
7/23/2010,1836.75,1726.05,1102.66
7/26/2010,1857.34,1745.39,1115.01
7/27/2010,1855.39,1743.56,1113.84
7/28/2010,1842.66,1731.56,1106.13
7/29/2010,1835.29,1724.56,1101.53
7/30/2010,1835.4,1724.66,1101.6
8/2/2010,1875.85,1762.66,1125.86
8/3/2010,1866.87,1754.22,1120.46
8/4/2010,1878.81,1765.26,1127.24
8/5/2010,1876.51,1763.08,1125.81
8/6/2010,1869.77,1756.68,1121.64
8/9/2010,1880.06,1766.34,1127.79
8/10/2010,1868.88,1755.82,1121.06
8/11/2010,1817.13,1706.95,1089.47
8/12/2010,1807.61,1697.93,1083.61
8/13/2010,1800.39,1691.13,1079.25
8/16/2010,1800.7,1691.4,1079.38
8/17/2010,1823.18,1712.37,1092.54
8/18/2010,1826.14,1715.08,1094.16
8/19/2010,1795.24,1686.05,1075.63
8/20/2010,1788.67,1679.88,1071.69
8/23/2010,1781.47,1673.1,1067.36
8/24/2010,1755.65,1648.85,1051.87
8/25/2010,1761.62,1654.4,1055.33
8/26/2010,1748.14,1641.72,1047.22
8/27/2010,1777.6,1669.26,1064.59
8/30/2010,1751.79,1644.92,1048.92
8/31/2010,1752.55,1645.61,1049.33
9/1/2010,1804.46,1694.3,1080.29
9/2/2010,1820.98,1709.77,1090.1
9/3/2010,1845.1,1732.41,1104.51
9/7/2010,1824.05,1712.61,1091.84
9/8/2010,1836.21,1723.91,1098.87
9/9/2010,1845.09,1732.25,1104.18
9/10/2010,1854.1,1740.7,1109.55
9/13/2010,1875.41,1760.51,1121.9
9/14/2010,1874.07,1759.25,1121.1
9/15/2010,1880.74,1765.5,1125.07
9/16/2010,1880.37,1765.07,1124.66
9/17/2010,1881.93,1766.53,1125.59
9/20/2010,1910.6,1793.43,1142.71
9/21/2010,1905.74,1788.86,1139.78
9/22/2010,1896.77,1780.37,1134.28
9/23/2010,1880.97,1765.54,1124.83
9/24/2010,1920.84,1802.97,1148.67
9/27/2010,1909.98,1792.77,1142.16
9/28/2010,1919.59,1801.68,1147.7
9/29/2010,1914.84,1797.16,1144.73
9/30/2010,1908.95,1791.64,1141.2
10/1/2010,1917.42,1799.57,1146.24
10/4/2010,1902.15,1785.21,1137.03
10/5/2010,1941.82,1822.44,1160.75
10/6/2010,1941.5,1821.86,1159.97
10/7/2010,1938.31,1818.86,1158.06
10/8/2010,1950.18,1830,1165.15
10/11/2010,1950.47,1830.27,1165.32
10/12/2010,1957.92,1837.27,1169.77
10/13/2010,1972.08,1850.49,1178.1
10/14/2010,1964.9,1843.75,1173.81
10/15/2010,1968.87,1847.48,1176.19
10/18/2010,1983.17,1860.89,1184.71
10/19/2010,1951.67,1831.33,1165.9
10/20/2010,1972.51,1850.81,1178.17
10/21/2010,1976.12,1854.17,1180.26
10/22/2010,1980.83,1858.58,1183.08
10/25/2010,1985.11,1862.59,1185.62
10/26/2010,1985.13,1862.61,1185.64
10/27/2010,1980.05,1857.78,1182.45
10/28/2010,1982.45,1859.98,1183.78
10/29/2010,1981.59,1859.16,1183.26
11/1/2010,1983.47,1860.94,1184.38
11/2/2010,1998.86,1875.37,1193.57
11/3/2010,2006.58,1882.51,1197.96
11/4/2010,2045.62,1919.03,1221.06
11/5/2010,2053.77,1926.65,1225.85
11/8/2010,2049.69,1922.74,1223.25
11/9/2010,2033.85,1907.69,1213.4
11/10/2010,2043.16,1916.31,1218.71
11/11/2010,2034.48,1908.18,1213.54
11/12/2010,2010.57,1885.72,1199.21
11/15/2010,2008.25,1883.51,1197.75
11/16/2010,1976.26,1853.35,1178.34
11/17/2010,1977,1853.95,1178.59
11/18/2010,2007.38,1882.43,1196.69
11/19/2010,2012.59,1887.29,1199.73
11/22/2010,2009.52,1884.38,1197.84
11/23/2010,1980.89,1857.52,1180.73
11/24/2010,2010.56,1885.31,1198.35
11/26/2010,1996.03,1871.55,1189.4
11/29/2010,1993.83,1869.33,1187.76
11/30/2010,1981.84,1858.06,1180.55
12/1/2010,2024.97,1898.41,1206.07
12/2/2010,2050.96,1922.77,1221.53
12/3/2010,2056.4,1927.83,1224.71
12/6/2010,2053.8,1925.38,1223.12
12/7/2010,2054.89,1926.39,1223.75
12/8/2010,2063.03,1933.87,1228.28
12/9/2010,2071.12,1941.41,1233
12/10/2010,2083.57,1953.07,1240.4
12/13/2010,2084,1953.39,1240.46
12/14/2010,2085.93,1955.19,1241.59
12/15/2010,2075.29,1945.2,1235.23
12/16/2010,2088.19,1957.27,1242.87
12/17/2010,2089.95,1958.92,1243.91
12/20/2010,2095.32,1963.94,1247.08
12/21/2010,2108.26,1975.99,1254.6
12/22/2010,2115.69,1982.86,1258.84
12/23/2010,2112.37,1979.71,1256.77
12/27/2010,2113.67,1980.92,1257.54
12/28/2010,2115.32,1982.47,1258.51
12/29/2010,2117.83,1984.72,1259.78
12/30/2010,2114.7,1981.76,1257.88
12/31/2010,2114.29,1981.37,1257.64
1/3/2011,2138.3,2003.85,1271.87
1/4/2011,2135.53,2001.24,1270.2
1/5/2011,2146.5,2011.45,1276.56
1/6/2011,2142.76,2007.71,1273.85
1/7/2011,2138.81,2004.01,1271.5
1/10/2011,2135.86,2001.25,1269.75
1/11/2011,2143.82,2008.71,1274.48
1/12/2011,2163.36,2026.95,1285.96
1/13/2011,2159.66,2023.48,1283.76
1/14/2011,2175.68,2038.48,1293.24
1/18/2011,2178.72,2041.31,1295.02
1/19/2011,2156.97,2020.85,1281.92
1/20/2011,2154.18,2018.24,1280.26
1/21/2011,2159.43,2023.14,1283.35
1/24/2011,2172.03,2034.94,1290.84
1/25/2011,2172.67,2035.53,1291.18
1/26/2011,2181.92,2044.17,1296.63
1/27/2011,2186.93,2048.83,1299.54
1/28/2011,2147.95,2012.3,1276.34
1/31/2011,2164.4,2027.71,1286.12
2/1/2011,2200.54,2061.57,1307.59
2/2/2011,2194.94,2056.21,1304.03
2/3/2011,2200.42,2061.26,1307.1
2/4/2011,2206.8,2067.22,1310.87
2/7/2011,2220.6,2080.14,1319.05
2/8/2011,2230.59,2089.3,1324.57
2/9/2011,2224.64,2083.66,1320.88
2/10/2011,2226.51,2085.35,1321.87
2/11/2011,2239.08,2097.04,1329.15
2/14/2011,2244.89,2102.35,1332.32
2/15/2011,2237.9,2095.72,1328.01
2/16/2011,2252.3,2109.1,1336.32
2/17/2011,2259.42,2115.71,1340.43
2/18/2011,2263.79,2119.8,1343.01
2/22/2011,2217.35,2076.3,1315.44
2/23/2011,2203.89,2063.67,1307.4
2/24/2011,2202.23,2061.97,1306.1
2/25/2011,2226.05,2084.11,1319.88
2/28/2011,2238.55,2095.78,1327.22
3/1/2011,2203.32,2062.79,1306.33
3/2/2011,2207.24,2066.36,1308.44
3/3/2011,2245.33,2101.99,1330.97
3/4/2011,2228.78,2086.5,1321.15
3/7/2011,2210.26,2069.14,1310.13
3/8/2011,2230.4,2087.87,1321.82
3/9/2011,2227.7,2085.26,1320.02
3/10/2011,2185.65,2045.9,1295.11
3/11/2011,2201.81,2060.83,1304.28
3/14/2011,2188.56,2048.41,1296.39
3/15/2011,2164.06,2025.48,1281.87
3/16/2011,2121.94,1986.03,1256.88
3/17/2011,2150.43,2012.68,1273.72
3/18/2011,2159.69,2021.35,1279.2
3/21/2011,2192.09,2051.67,1298.38
3/22/2011,2184.57,2044.55,1293.77
3/23/2011,2190.96,2050.53,1297.54
3/24/2011,2211.42,2069.68,1309.66
3/25/2011,2218.42,2076.23,1313.8
3/28/2011,2212.32,2070.52,1310.19
3/29/2011,2228.41,2085.44,1319.44
3/30/2011,2243.55,2099.55,1328.26
3/31/2011,2239.44,2095.7,1325.83
4/1/2011,2250.58,2106.12,1332.41
4/4/2011,2251.64,2107.03,1332.87
4/5/2011,2251.26,2106.67,1332.63
4/6/2011,2257.11,2111.88,1335.54
4/7/2011,2253.76,2108.72,1333.51
4/8/2011,2244.74,2100.28,1328.17
4/11/2011,2238.51,2094.44,1324.46
4/12/2011,2221.12,2078.16,1314.16
4/13/2011,2221.77,2078.71,1314.41
4/14/2011,2221.99,2078.9,1314.52
4/15/2011,2230.7,2087.06,1319.68
4/18/2011,2206.15,2064.08,1305.14
4/19/2011,2218.86,2075.96,1312.62
4/20/2011,2248.9,2104.05,1330.36
4/21/2011,2260.84,2115.19,1337.38
4/25/2011,2257.24,2111.82,1335.25
4/26/2011,2277.51,2130.79,1347.24
4/27/2011,2292.13,2144.36,1355.66
4/28/2011,2300.46,2152.1,1360.48
4/29/2011,2305.76,2157.06,1363.61
5/2/2011,2301.72,2153.28,1361.22
5/3/2011,2293.95,2146.01,1356.62
5/4/2011,2278.63,2131.57,1347.32
5/5/2011,2258.08,2112.3,1335.1
5/6/2011,2266.97,2120.55,1340.2
5/9/2011,2277.3,2130.21,1346.29
5/10/2011,2295.72,2147.43,1357.16
5/11/2011,2271.47,2124.39,1342.08
5/12/2011,2282.84,2134.95,1348.65
5/13/2011,2264.52,2117.79,1337.77
5/16/2011,2250.61,2104.74,1329.47
5/17/2011,2250.35,2104.34,1328.98
5/18/2011,2270.57,2123.13,1340.68
5/19/2011,2275.71,2127.88,1343.6
5/20/2011,2258.21,2111.52,1333.27
5/23/2011,2231.31,2086.36,1317.37
5/24/2011,2229.49,2084.65,1316.28
5/25/2011,2236.75,2091.4,1320.47
5/26/2011,2246.13,2100.01,1325.69
5/27/2011,2255.74,2108.88,1331.1
5/31/2011,2279.66,2131.23,1345.2
6/1/2011,2227.96,2082.83,1314.55
6/2/2011,2225.36,2080.36,1312.94
6/3/2011,2203.81,2060.19,1300.16
6/6/2011,2180.14,2038.04,1286.17
6/7/2011,2178.15,2036.16,1284.94
6/8/2011,2169.5,2027.94,1279.56
6/9/2011,2185.52,2042.91,1289
6/10/2011,2155,2014.37,1270.98
6/13/2011,2157.15,2016.18,1271.83
6/14/2011,2184.48,2041.69,1287.87
6/15/2011,2146.45,2006.13,1265.42
6/16/2011,2150.58,2009.89,1267.64
6/17/2011,2157.14,2016.02,1271.5
6/20/2011,2168.8,2026.91,1278.36
6/21/2011,2198.15,2054.27,1295.52
6/22/2011,2184.03,2041.05,1287.14
6/23/2011,2177.85,2035.28,1283.5
6/24/2011,2152.31,2011.41,1268.45
6/27/2011,2172.08,2029.88,1280.1
6/28/2011,2200.68,2056.48,1296.67
6/29/2011,2219.2,2073.7,1307.41
6/30/2011,2241.66,2094.69,1320.64
7/1/2011,2274.26,2125.06,1339.67
7/5/2011,2271.29,2122.27,1337.88
7/6/2011,2274.42,2124.96,1339.22
7/7/2011,2298.31,2147.24,1353.22
7/8/2011,2282.32,2132.31,1343.8
7/11/2011,2241.07,2093.76,1319.49
7/12/2011,2231.15,2084.49,1313.64
7/13/2011,2238.29,2091.09,1317.72
7/14/2011,2223.29,2077.07,1308.87
7/15/2011,2235.65,2088.61,1316.14
7/18/2011,2217.55,2071.68,1305.44
7/19/2011,2253.71,2105.47,1326.73
7/20/2011,2252.52,2104.27,1325.84
7/21/2011,2283.23,2132.9,1343.8
7/22/2011,2285.34,2134.86,1345.02
7/25/2011,2272.47,2122.83,1337.43
7/26/2011,2263.15,2114.12,1331.94
7/27/2011,2217.29,2071.25,1304.89
7/28/2011,2210.33,2064.69,1300.67
7/29/2011,2196.08,2051.38,1292.28
8/1/2011,2187,2042.9,1286.94
8/2/2011,2131.1,1990.68,1254.05
8/3/2011,2142.56,2001.18,1260.34
8/4/2011,2040.2,1905.54,1200.07
8/5/2011,2039.04,1904.45,1199.38
8/8/2011,1903.47,1777.75,1119.46
8/9/2011,1993.76,1862.06,1172.53
8/10/2011,1906.53,1780.37,1120.76
8/11/2011,1995.14,1863.01,1172.64
8/12/2011,2005.67,1872.84,1178.81
8/15/2011,2049.51,1913.73,1204.49
8/16/2011,2029.92,1895.34,1192.76
8/17/2011,2032.41,1897.5,1193.89
8/18/2011,1941.92,1812.98,1140.65
8/19/2011,1912.77,1785.77,1123.53
8/22/2011,1913.27,1786.23,1123.82
8/23/2011,1978.89,1847.49,1162.35
8/24/2011,2005.13,1871.91,1177.6
8/25/2011,1973.96,1842.8,1159.27
8/26/2011,2004.11,1870.86,1176.8
8/29/2011,2061.05,1923.94,1210.08
8/30/2011,2066.37,1928.77,1212.92
8/31/2011,2076.78,1938.42,1218.89
9/1/2011,2052.3,1915.52,1204.42
9/2/2011,2000.5,1867.15,1173.97
9/6/2011,1985.67,1853.3,1165.24
9/7/2011,2043.05,1906.71,1198.62
9/8/2011,2021.42,1886.51,1185.9
9/9/2011,1967.47,1836.16,1154.23
9/12/2011,1981.3,1849.02,1162.27
9/13/2011,2000.08,1866.35,1172.87
9/14/2011,2027.04,1891.5,1188.68
9/15/2011,2062.25,1924.26,1209.11
9/16/2011,2074.06,1935.27,1216.01
9/19/2011,2053.74,1916.31,1204.09
9/20/2011,2050.39,1913.16,1202.09
9/21/2011,1990.2,1856.98,1166.76
9/22/2011,1926.76,1797.78,1129.56
9/23/2011,1938.73,1808.88,1136.43
9/26/2011,1983.97,1851.09,1162.95
9/27/2011,2005.19,1870.89,1175.38
9/28/2011,1964.2,1832.5,1151.06
9/29/2011,1980.23,1847.43,1160.4
9/30/2011,1930.79,1801.3,1131.42
10/3/2011,1875.95,1750.11,1099.23
10/4/2011,1918.39,1789.64,1123.95
10/5/2011,1953.67,1822.27,1144.03
10/6/2011,1989.61,1855.74,1164.97
10/7/2011,1973.42,1840.63,1155.46
10/10/2011,2040.76,1903.43,1194.89
10/11/2011,2041.9,1904.48,1195.54
10/12/2011,2062.22,1923.36,1207.25
10/13/2011,2056.26,1917.74,1203.66
10/14/2011,2091.99,1951.07,1224.58
10/17/2011,2051.54,1913.33,1200.86
10/18/2011,2093.43,1952.4,1225.38
10/19/2011,2067.28,1927.91,1209.88
10/20/2011,2076.75,1936.73,1215.39
10/21/2011,2115.86,1973.19,1238.25
10/24/2011,2143.13,1998.61,1254.19
10/25/2011,2100.17,1958.55,1229.05
10/26/2011,2122.32,1979.2,1242
10/27/2011,2195.22,2047.15,1284.59
10/28/2011,2196.13,2047.98,1285.09
10/31/2011,2141.81,1997.32,1253.3
11/1/2011,2081.97,1941.52,1218.28
11/2/2011,2115.7,1972.92,1237.9
11/3/2011,2155.87,2010.26,1261.15
11/4/2011,2142.34,1997.64,1253.23
11/7/2011,2156,2010.33,1261.12
11/8/2011,2182.61,2034.77,1275.92
11/9/2011,2102.72,1960.24,1229.1
11/10/2011,2121.14,1977.32,1239.69
11/11/2011,2162.48,2015.87,1263.85
11/14/2011,2142.09,1996.78,1251.78
11/15/2011,2152.8,2006.65,1257.81
11/16/2011,2117.64,1973.71,1236.91
11/17/2011,2082.1,1940.57,1216.13
11/18/2011,2081.42,1939.9,1215.65
11/21/2011,2042.71,1903.79,1192.98
11/22/2011,2034.41,1896.01,1188.04
11/23/2011,1989.54,1854.17,1161.79
11/25/2011,1984.5,1849.39,1158.67
11/28/2011,2042.8,1903.65,1192.55
11/29/2011,2048.06,1908.35,1195.19
11/30/2011,2137.08,1991.2,1246.96
12/1/2011,2133.07,1987.45,1244.58
12/2/2011,2132.64,1987.02,1244.28
12/5/2011,2154.68,2007.53,1257.08
12/6/2011,2157.1,2009.77,1258.47
12/7/2011,2162.07,2014.23,1261.01
12/8/2011,2116.41,1971.68,1234.35
12/9/2011,2152.15,2004.97,1255.19
12/12/2011,2120.15,1975.14,1236.47
12/13/2011,2102.15,1958.25,1225.73
12/14/2011,2078.51,1936.17,1211.82
12/15/2011,2085.44,1942.57,1215.75
12/16/2011,2092.18,1948.84,1219.66
12/19/2011,2067.67,1926,1205.35
12/20/2011,2129.67,1983.66,1241.3
12/21/2011,2133.86,1987.55,1243.72
12/22/2011,2152.04,2004.33,1254
12/23/2011,2171.5,2022.46,1265.33
12/27/2011,2171.71,2022.64,1265.43
12/28/2011,2145.09,1997.71,1249.64
12/29/2011,2168.12,2019.14,1263.02
12/30/2011,2158.94,2010.56,1257.6
1/3/2012,2192.4,2041.7,1277.06
1/4/2012,2193.28,2042.39,1277.3
1/5/2012,2199.73,2048.4,1281.06
1/6/2012,2194.98,2043.75,1277.81
1/9/2012,2200,2048.4,1280.7
1/10/2012,2219.58,2066.62,1292.08
1/11/2012,2220.48,2067.4,1292.48
1/12/2012,2225.74,2072.28,1295.5
1/13/2012,2214.73,2062.03,1289.09
1/17/2012,2222.59,2069.35,1293.67
1/18/2012,2247.64,2092.57,1308.04
1/19/2012,2258.8,2102.95,1314.5
1/20/2012,2260.37,2104.4,1315.38
1/23/2012,2261.47,2105.41,1316
1/24/2012,2259.22,2103.29,1314.65
1/25/2012,2278.83,2121.54,1326.05
1/26/2012,2265.84,2109.42,1318.43
1/27/2012,2262.35,2106.13,1316.33
1/30/2012,2256.72,2100.88,1313.01
1/31/2012,2255.69,2099.92,1312.41
2/1/2012,2276.24,2118.91,1324.09
2/2/2012,2278.92,2121.35,1325.54
2/3/2012,2312.49,2152.52,1344.9
2/6/2012,2311.55,2151.64,1344.33
2/7/2012,2316.27,2156.02,1347.05
2/8/2012,2322.11,2161.22,1349.96
2/9/2012,2325.56,2164.43,1351.95
2/10/2012,2309.6,2149.55,1342.64
2/13/2012,2325.81,2164.51,1351.77
2/14/2012,2324,2162.71,1350.5
2/15/2012,2312.28,2151.58,1343.23
2/16/2012,2338.12,2175.53,1358.04
2/17/2012,2343.67,2180.68,1361.23
2/21/2012,2345.41,2182.28,1362.21
2/22/2012,2337.67,2175.05,1357.66
2/23/2012,2348.11,2184.64,1363.46
2/24/2012,2352.34,2188.5,1365.74
2/27/2012,2355.74,2191.6,1367.59
2/28/2012,2364.03,2199.2,1372.18
2/29/2012,2353.23,2189.05,1365.68
3/1/2012,2367.87,2202.62,1374.09
3/2/2012,2360.28,2195.54,1369.63
3/5/2012,2351.28,2187.13,1364.33
3/6/2012,2315.21,2153.56,1343.36
3/7/2012,2331.89,2168.87,1352.63
3/8/2012,2355.01,2190.32,1365.91
3/9/2012,2363.56,2198.27,1370.87
3/12/2012,2364.1,2198.73,1371.09
3/13/2012,2407.79,2239.13,1395.95
3/14/2012,2404.98,2236.5,1394.28
3/15/2012,2419.37,2249.87,1402.6
3/16/2012,2422.09,2252.4,1404.17
3/19/2012,2431.73,2261.35,1409.75
3/20/2012,2424.46,2254.59,1405.52
3/21/2012,2420.02,2250.43,1402.89
3/22/2012,2402.71,2234.3,1392.78
3/23/2012,2410.16,2241.23,1397.11
3/26/2012,2443.64,2272.36,1416.51
3/27/2012,2437.01,2266.12,1412.52
3/28/2012,2425.55,2255.31,1405.54
3/29/2012,2421.7,2251.71,1403.28
3/30/2012,2430.67,2260.05,1408.47
4/2/2012,2449.08,2277.12,1419.04
4/3/2012,2439.89,2268.41,1413.38
4/4/2012,2415.05,2245.3,1398.96
4/5/2012,2414.4,2244.46,1398.08
4/9/2012,2387.03,2219,1382.2
4/10/2012,2346.27,2181.11,1358.59
4/11/2012,2364.09,2197.57,1368.71
4/12/2012,2396.69,2227.87,1387.57
4/13/2012,2366.84,2200.11,1370.26
4/16/2012,2365.65,2199,1369.57
4/17/2012,2402.29,2233.06,1390.78
4/18/2012,2392.57,2224.02,1385.14
4/19/2012,2378.48,2210.89,1376.92
4/20/2012,2381.32,2213.52,1378.53
4/23/2012,2361.35,2194.94,1366.94
4/24/2012,2370.04,2203.02,1371.97
4/25/2012,2402.71,2233.3,1390.69
4/26/2012,2418.89,2248.3,1399.98
4/27/2012,2424.78,2253.76,1403.36
4/30/2012,2415.42,2245.04,1397.91
5/1/2012,2429.1,2257.75,1405.82
5/2/2012,2423.29,2252.28,1402.31
5/3/2012,2405.17,2235.31,1391.57
5/4/2012,2366.39,2199.25,1369.1
5/7/2012,2367.26,2200.06,1369.58
5/8/2012,2357.45,2190.85,1363.72
5/9/2012,2342.31,2176.59,1354.58
5/10/2012,2348.93,2182.55,1357.99
5/11/2012,2341.23,2175.32,1353.39
5/14/2012,2315.45,2151.3,1338.35
5/15/2012,2302.56,2139.21,1330.66
5/16/2012,2293.21,2130.31,1324.8
5/17/2012,2258.93,2098.39,1304.86
5/18/2012,2242.25,2082.9,1295.22
5/21/2012,2278.24,2116.32,1315.99
5/22/2012,2279.4,2117.38,1316.63
5/23/2012,2283.36,2121.03,1318.86
5/24/2012,2286.87,2124.19,1320.68
5/25/2012,2281.92,2119.6,1317.82
5/29/2012,2307.57,2143.32,1332.42
5/30/2012,2275.19,2113.04,1313.32
5/31/2012,2270.25,2108.39,1310.33
6/1/2012,2214.41,2056.5,1278.04
6/4/2012,2214.7,2056.76,1278.18
6/5/2012,2227.45,2068.58,1285.5
6/6/2012,2279.42,2116.67,1315.13
6/7/2012,2279.28,2116.51,1314.99
6/8/2012,2297.82,2133.71,1325.66
6/11/2012,2268.94,2106.86,1308.93
6/12/2012,2295.4,2131.43,1324.18
6/13/2012,2280.13,2117.01,1314.88
6/14/2012,2304.83,2139.93,1329.1
6/15/2012,2328.66,2162.05,1342.84
6/18/2012,2332.07,2165.21,1344.78
6/19/2012,2355.01,2186.5,1357.98
6/20/2012,2351.14,2182.87,1355.69
6/21/2012,2299.16,2134.51,1325.51
6/22/2012,2315.65,2149.82,1335.02
6/25/2012,2278.98,2115.7,1313.72
6/26/2012,2289.86,2125.8,1319.99
6/27/2012,2310.98,2145.26,1331.85
6/28/2012,2306.22,2140.81,1329.04
6/29/2012,2363.79,2194.22,1362.16
7/2/2012,2369.75,2199.71,1365.51
7/3/2012,2385.06,2213.77,1374.02
7/5/2012,2373.91,2203.42,1367.58
7/6/2012,2352.34,2183.17,1354.68
7/9/2012,2348.52,2179.61,1352.46
7/10/2012,2329.46,2161.92,1341.47
7/11/2012,2329.71,2162.07,1341.45
7/12/2012,2318.09,2151.28,1334.76
7/13/2012,2356.4,2186.82,1356.78
7/16/2012,2350.94,2181.76,1353.64
7/17/2012,2368.36,2197.92,1363.67
7/18/2012,2384.54,2212.84,1372.78
7/19/2012,2391.27,2219.01,1376.51
7/20/2012,2367.26,2196.72,1362.66
7/23/2012,2346.22,2177.18,1350.52
7/24/2012,2325.02,2157.5,1338.31
7/25/2012,2324.33,2156.85,1337.89
7/26/2012,2362.85,2192.57,1360.02
7/27/2012,2408.07,2234.5,1385.97
7/30/2012,2406.99,2233.47,1385.3
7/31/2012,2396.62,2223.85,1379.32
8/1/2012,2389.73,2217.35,1375.14
8/2/2012,2372.31,2201.13,1365
8/3/2012,2417.77,2243.23,1390.99
8/6/2012,2423.46,2248.49,1394.23
8/7/2012,2435.88,2260,1401.35
8/8/2012,2438.16,2261.9,1402.22
8/9/2012,2440.23,2263.52,1402.8
8/10/2012,2445.64,2268.53,1405.87
8/13/2012,2443.05,2265.99,1404.11
8/14/2012,2443.16,2265.97,1403.93
8/15/2012,2446.82,2269.12,1405.53
8/16/2012,2464.38,2285.36,1415.51
8/17/2012,2469,2289.64,1418.16
8/20/2012,2468.99,2289.63,1418.13
8/21/2012,2460.41,2281.65,1413.17
8/22/2012,2461.12,2282.27,1413.49
8/23/2012,2441.29,2263.87,1402.08
8/24/2012,2457.4,2278.71,1411.13
8/27/2012,2456.22,2277.6,1410.44
8/28/2012,2454.39,2275.87,1409.3
8/29/2012,2457.05,2278.17,1410.49
8/30/2012,2438.2,2260.6,1399.48
8/31/2012,2450.6,2272.09,1406.58
9/4/2012,2447.8,2269.48,1404.94
9/5/2012,2445.81,2267.45,1403.44
9/6/2012,2496.12,2314.01,1432.12
9/7/2012,2506.37,2323.47,1437.92
9/10/2012,2491.11,2309.29,1429.08
9/11/2012,2498.95,2316.55,1433.56
9/12/2012,2504.84,2321.82,1436.56
9/13/2012,2546.03,2359.91,1459.99
9/14/2012,2556.13,2369.27,1465.77
9/17/2012,2548.26,2361.93,1461.19
9/18/2012,2545.05,2358.94,1459.32
9/19/2012,2548.11,2361.77,1461.05
9/20/2012,2547.11,2360.74,1460.26
9/21/2012,2546.92,2360.56,1460.15
9/24/2012,2541.23,2355.29,1456.89
9/25/2012,2514.83,2330.74,1441.59
9/26/2012,2500.92,2317.7,1433.32
9/27/2012,2525.23,2340.18,1447.15
9/28/2012,2513.93,2329.71,1440.67
10/1/2012,2520.71,2335.96,1444.49
10/2/2012,2523.08,2338.11,1445.75
10/3/2012,2532.79,2346.95,1450.99
10/4/2012,2550.98,2363.8,1461.4
10/5/2012,2551.03,2363.6,1460.93
10/8/2012,2542.21,2355.43,1455.88
10/9/2012,2517.14,2332.19,1441.48
10/10/2012,2501.75,2317.87,1432.56
10/11/2012,2502.66,2318.6,1432.84
10/12/2012,2495.28,2311.75,1428.59
10/15/2012,2515.44,2330.43,1440.13
10/16/2012,2541.28,2354.37,1454.92
10/17/2012,2552.05,2364.26,1460.91
10/18/2012,2545.95,2358.57,1457.34
10/19/2012,2503.8,2319.51,1433.19
10/22/2012,2504.96,2320.57,1433.82
10/23/2012,2468.78,2287.05,1413.11
10/24/2012,2461.18,2280,1408.75
10/25/2012,2468.6,2286.86,1412.97
10/26/2012,2466.8,2285.2,1411.94
10/31/2012,2467.51,2285.76,1412.16
11/1/2012,2494.67,2310.87,1427.59
11/2/2012,2471.3,2289.21,1414.2
11/5/2012,2476.94,2294.36,1417.26
11/6/2012,2496.46,2312.42,1428.39
11/7/2012,2439.48,2259.03,1394.53
11/8/2012,2409.72,2231.47,1377.51
11/9/2012,2413.92,2235.33,1379.85
11/12/2012,2414.24,2235.62,1380.03
11/13/2012,2405.38,2227.2,1374.53
11/14/2012,2372.94,2196.92,1355.49
11/15/2012,2369.32,2193.53,1353.33
11/16/2012,2381.02,2204.29,1359.88
11/19/2012,2428.47,2248.18,1386.89
11/20/2012,2430.29,2249.81,1387.81
11/21/2012,2435.97,2255.05,1391.03
11/23/2012,2468.06,2284.66,1409.15
11/26/2012,2463.12,2280.07,1406.29
11/27/2012,2450.48,2268.3,1398.94
11/28/2012,2470.47,2286.6,1409.93
11/29/2012,2481.42,2296.63,1415.95
11/30/2012,2481.82,2297,1416.18
12/3/2012,2470.07,2286.11,1409.46
12/4/2012,2465.9,2282.24,1407.05
